[2025-02-07 15:08:16:534 ] [background-preinit] INFO  [org.hibernate.validator.internal.util.Version.<clinit>:21] - HV000001: Hibernate Validator 8.0.1.Final 
[2025-02-07 15:08:18:2149] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:08:18:2164] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:08:18:2176] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:08:18:2191] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:08:18:2210] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:08:18:2226] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:08:18:2237] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:08:18:2248] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:08:18:2260] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:08:18:2271] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:08:18:2281] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:08:18:2292] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:08:18:2303] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Stopping service [Tomcat] 
[2025-02-07 15:08:18:2314] [restartedMain] INFO  [org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLogger.logMessage:82] - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled. 
[2025-02-07 15:09:46:518 ] [background-preinit] INFO  [org.hibernate.validator.internal.util.Version.<clinit>:21] - HV000001: Hibernate Validator 8.0.1.Final 
[2025-02-07 15:09:46:532 ] [restartedMain] INFO  [org.springframework.boot.StartupInfoLogger.logStarting:50] - Starting NovabookFrontApplication using Java 21.0.3 with PID 57578 (/Users/isehui/nhn-academy/supernova-v2/novabook-front/target/classes started by isehui in /Users/isehui/nhn-academy/supernova-v2/novabook-front) 
[2025-02-07 15:09:46:532 ] [restartedMain] INFO  [org.springframework.boot.SpringApplication.logStartupProfileInfo:660] - The following 1 profile is active: "prod" 
[2025-02-07 15:09:46:551 ] [restartedMain] INFO  [org.springframework.boot.logging.DeferredLog.logTo:252] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable 
[2025-02-07 15:09:46:552 ] [restartedMain] INFO  [org.springframework.boot.logging.DeferredLog.logTo:252] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG' 
[2025-02-07 15:09:47:994 ] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.multipleStoresDetected:295] - Multiple Spring Data modules found, entering strict repository configuration mode 
[2025-02-07 15:09:47:994 ] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn:143] - Bootstrapping Spring Data Redis repositories in DEFAULT mode. 
[2025-02-07 15:09:47:1003] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn:211] - Finished Spring Data repository scanning in 2 ms. Found 0 Redis repository interfaces. 
[2025-02-07 15:09:47:1198] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.multipleStoresDetected:295] - Multiple Spring Data modules found, entering strict repository configuration mode 
[2025-02-07 15:09:47:1198] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn:143] - Bootstrapping Spring Data Redis repositories in DEFAULT mode. 
[2025-02-07 15:09:47:1287] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn:211] - Finished Spring Data repository scanning in 88 ms. Found 4 Redis repository interfaces. 
[2025-02-07 15:09:47:1439] [restartedMain] INFO  [org.springframework.cloud.context.scope.GenericScope.setSerializationId:282] - BeanFactory id=4a6fbfa6-428a-35e7-96be-b1a1aa5de352 
[2025-02-07 15:09:48:1808] [restartedMain] INFO  [org.springframework.boot.web.embedded.tomcat.TomcatWebServer.initialize:111] - Tomcat initialized with port 8080 (http) 
[2025-02-07 15:09:48:1814] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Initializing ProtocolHandler ["http-nio-8080"] 
[2025-02-07 15:09:48:1814] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Starting service [Tomcat] 
[2025-02-07 15:09:48:1814] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Starting Servlet engine: [Apache Tomcat/10.1.24] 
[2025-02-07 15:09:48:1836] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Initializing Spring embedded WebApplicationContext 
[2025-02-07 15:09:48:1836] [restartedMain] INFO  [org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.prepareWebApplicationContext:296] - Root WebApplicationContext: initialization completed in 1284 ms 
[2025-02-07 15:09:48:2049] [restartedMain] INFO  [org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer.startServer:59] - LiveReload server is running on port 35729 
[2025-02-07 15:09:48:2079] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:09:48:2113] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:09:48:2129] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:09:48:2143] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:09:48:2158] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:09:48:2176] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:09:48:2191] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:09:48:2202] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:09:48:2214] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:09:48:2225] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:09:48:2235] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:09:48:2245] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:09:48:2256] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:09:48:2265] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Stopping service [Tomcat] 
[2025-02-07 15:09:48:2274] [restartedMain] INFO  [org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLogger.logMessage:82] - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled. 
[2025-02-07 15:12:08:510 ] [background-preinit] INFO  [org.hibernate.validator.internal.util.Version.<clinit>:21] - HV000001: Hibernate Validator 8.0.1.Final 
[2025-02-07 15:12:08:525 ] [restartedMain] INFO  [org.springframework.boot.StartupInfoLogger.logStarting:50] - Starting NovabookFrontApplication using Java 21.0.3 with PID 58189 (/Users/isehui/nhn-academy/supernova-v2/novabook-front/target/classes started by isehui in /Users/isehui/nhn-academy/supernova-v2/novabook-front) 
[2025-02-07 15:12:08:525 ] [restartedMain] INFO  [org.springframework.boot.SpringApplication.logStartupProfileInfo:660] - The following 1 profile is active: "prod" 
[2025-02-07 15:12:08:543 ] [restartedMain] INFO  [org.springframework.boot.logging.DeferredLog.logTo:252] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable 
[2025-02-07 15:12:08:543 ] [restartedMain] INFO  [org.springframework.boot.logging.DeferredLog.logTo:252] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG' 
[2025-02-07 15:12:09:992 ] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.multipleStoresDetected:295] - Multiple Spring Data modules found, entering strict repository configuration mode 
[2025-02-07 15:12:09:993 ] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn:143] - Bootstrapping Spring Data Redis repositories in DEFAULT mode. 
[2025-02-07 15:12:09:1002] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn:211] - Finished Spring Data repository scanning in 2 ms. Found 0 Redis repository interfaces. 
[2025-02-07 15:12:09:1195] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.multipleStoresDetected:295] - Multiple Spring Data modules found, entering strict repository configuration mode 
[2025-02-07 15:12:09:1195] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn:143] - Bootstrapping Spring Data Redis repositories in DEFAULT mode. 
[2025-02-07 15:12:09:1286] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn:211] - Finished Spring Data repository scanning in 90 ms. Found 4 Redis repository interfaces. 
[2025-02-07 15:12:09:1439] [restartedMain] INFO  [org.springframework.cloud.context.scope.GenericScope.setSerializationId:282] - BeanFactory id=4a6fbfa6-428a-35e7-96be-b1a1aa5de352 
[2025-02-07 15:12:10:1802] [restartedMain] INFO  [org.springframework.boot.web.embedded.tomcat.TomcatWebServer.initialize:111] - Tomcat initialized with port 8080 (http) 
[2025-02-07 15:12:10:1809] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Initializing ProtocolHandler ["http-nio-8080"] 
[2025-02-07 15:12:10:1810] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Starting service [Tomcat] 
[2025-02-07 15:12:10:1810] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Starting Servlet engine: [Apache Tomcat/10.1.24] 
[2025-02-07 15:12:10:1831] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Initializing Spring embedded WebApplicationContext 
[2025-02-07 15:12:10:1831] [restartedMain] INFO  [org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.prepareWebApplicationContext:296] - Root WebApplicationContext: initialization completed in 1287 ms 
[2025-02-07 15:12:10:2071] [restartedMain] INFO  [org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer.startServer:59] - LiveReload server is running on port 35729 
[2025-02-07 15:12:10:2105] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:10:2143] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:10:2161] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:10:2178] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:10:2191] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:10:2204] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:10:2219] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:10:2232] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:10:2243] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:10:2254] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:10:2264] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:10:2274] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:10:2287] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:10:2299] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Stopping service [Tomcat] 
[2025-02-07 15:12:10:2309] [restartedMain] INFO  [org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLogger.logMessage:82] - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled. 
[2025-02-07 15:12:28:500 ] [background-preinit] INFO  [org.hibernate.validator.internal.util.Version.<clinit>:21] - HV000001: Hibernate Validator 8.0.1.Final 
[2025-02-07 15:12:28:515 ] [restartedMain] INFO  [org.springframework.boot.StartupInfoLogger.logStarting:50] - Starting NovabookFrontApplication using Java 21.0.3 with PID 58282 (/Users/isehui/nhn-academy/supernova-v2/novabook-front/target/classes started by isehui in /Users/isehui/nhn-academy/supernova-v2/novabook-front) 
[2025-02-07 15:12:28:516 ] [restartedMain] INFO  [org.springframework.boot.SpringApplication.logStartupProfileInfo:660] - The following 1 profile is active: "prod" 
[2025-02-07 15:12:28:533 ] [restartedMain] INFO  [org.springframework.boot.logging.DeferredLog.logTo:252] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable 
[2025-02-07 15:12:28:533 ] [restartedMain] INFO  [org.springframework.boot.logging.DeferredLog.logTo:252] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG' 
[2025-02-07 15:12:28:973 ] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.multipleStoresDetected:295] - Multiple Spring Data modules found, entering strict repository configuration mode 
[2025-02-07 15:12:28:973 ] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn:143] - Bootstrapping Spring Data Redis repositories in DEFAULT mode. 
[2025-02-07 15:12:28:983 ] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn:211] - Finished Spring Data repository scanning in 2 ms. Found 0 Redis repository interfaces. 
[2025-02-07 15:12:29:1184] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.multipleStoresDetected:295] - Multiple Spring Data modules found, entering strict repository configuration mode 
[2025-02-07 15:12:29:1184] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn:143] - Bootstrapping Spring Data Redis repositories in DEFAULT mode. 
[2025-02-07 15:12:29:1282] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn:211] - Finished Spring Data repository scanning in 97 ms. Found 4 Redis repository interfaces. 
[2025-02-07 15:12:29:1436] [restartedMain] INFO  [org.springframework.cloud.context.scope.GenericScope.setSerializationId:282] - BeanFactory id=4a6fbfa6-428a-35e7-96be-b1a1aa5de352 
[2025-02-07 15:12:29:1799] [restartedMain] INFO  [org.springframework.boot.web.embedded.tomcat.TomcatWebServer.initialize:111] - Tomcat initialized with port 8080 (http) 
[2025-02-07 15:12:29:1806] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Initializing ProtocolHandler ["http-nio-8080"] 
[2025-02-07 15:12:29:1807] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Starting service [Tomcat] 
[2025-02-07 15:12:29:1807] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Starting Servlet engine: [Apache Tomcat/10.1.24] 
[2025-02-07 15:12:29:1828] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Initializing Spring embedded WebApplicationContext 
[2025-02-07 15:12:29:1828] [restartedMain] INFO  [org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.prepareWebApplicationContext:296] - Root WebApplicationContext: initialization completed in 1295 ms 
[2025-02-07 15:12:29:2049] [restartedMain] INFO  [org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer.startServer:59] - LiveReload server is running on port 35729 
[2025-02-07 15:12:29:2083] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:29:2116] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:30:2132] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:30:2144] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:30:2156] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:30:2174] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:30:2206] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:30:2219] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:30:2229] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:30:2240] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:30:2251] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:30:2262] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:30:2273] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:30:2348] [restartedMain] INFO  [org.springframework.cloud.openfeign.FeignClientFactoryBean.getTarget:468] - For 'gateway-service' URL not provided. Will try picking an instance via load-balancing. 
[2025-02-07 15:12:30:2364] [restartedMain] INFO  [org.apache.juli.logging.DirectJDKLog.log:173] - Stopping service [Tomcat] 
[2025-02-07 15:12:30:2373] [restartedMain] INFO  [org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLogger.logMessage:82] - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled. 
[2025-02-07 15:12:45:529 ] [background-preinit] INFO  [org.hibernate.validator.internal.util.Version.<clinit>:21] - HV000001: Hibernate Validator 8.0.1.Final 
[2025-02-07 15:12:45:545 ] [restartedMain] INFO  [org.springframework.boot.StartupInfoLogger.logStarting:50] - Starting NovabookFrontApplication using Java 21.0.3 with PID 58352 (/Users/isehui/nhn-academy/supernova-v2/novabook-front/target/classes started by isehui in /Users/isehui/nhn-academy/supernova-v2/novabook-front) 
[2025-02-07 15:12:45:545 ] [restartedMain] INFO  [org.springframework.boot.SpringApplication.logStartupProfileInfo:660] - The following 1 profile is active: "prod" 
[2025-02-07 15:12:45:563 ] [restartedMain] INFO  [org.springframework.boot.logging.DeferredLog.logTo:252] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable 
[2025-02-07 15:12:45:563 ] [restartedMain] INFO  [org.springframework.boot.logging.DeferredLog.logTo:252] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG' 
[2025-02-07 15:12:46:1002] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.multipleStoresDetected:295] - Multiple Spring Data modules found, entering strict repository configuration mode 
[2025-02-07 15:12:46:1002] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn:143] - Bootstrapping Spring Data Redis repositories in DEFAULT mode. 
[2025-02-07 15:12:46:1013] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn:211] - Finished Spring Data repository scanning in 3 ms. Found 0 Redis repository interfaces. 
[2025-02-07 15:12:46:1222] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.multipleStoresDetected:295] - Multiple Spring Data modules found, entering strict repository configuration mode 
[2025-02-07 15:12:46:1222] [restartedMain] INFO  [org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn:143] - Bootstrapping Spring Data Redis repositories in DEFAULT mode. 
